url,name,description,tags,accepted_groups
https://getinvolved.tamu.edu/org/ieee,ieee,"The Institute of Electrical and Electronics Engineers (IEEE) is the world's largest professional organization for advancing technology. Our mission as the Texas A&M Student Branch is to prepare students for careers in technology. Since technology impacts people in all disciplines, we encourage all majors to get involved. Events include technical presentations from industry, socials for networking, service projects, and workshops. Do you plan to pursue a career related to technology? If so, give your professional life a head start with IEEE!","career preparation, electrical, electronics, IEEE, professional development, professional networking, service projects, technical presentations, technology, workshops","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/igsa,igsa,"Our purpose is to serve Indian graduate students (alumni, current, & incoming) and their families at Texas A&M University. We are an organization in the service of over 800 Indian graduate students on-campus at Texas A&M University. Our student leaders have recognized that the issues faced by Indian graduate students and their needs are unique to this demographic. These students come from varied backgrounds, and face many challenges with transitioning to a distinctly new system of rules and procedures. With a view to addressing these issues, our mission is based on the following key objectives: 1) Advocacy : Many Indian graduate students face serious challenges in coping with the pressures of university requirements, and on many occasions, they are unaware of the resources available on campus to help resolve their issues. Consequently, there needs to be an organization that can lend a voice to this group of students, and also promote involvement at forums aimed towards university-level policy planning efforts. With these aims in mind, IGSA works with agencies like the OGS and GSC, among others, to facilitate their efforts with a focused group of the campus community. 2) Networking : There is an urgent need to develop and maintain a strong networking resource that includes members from the current graduate school community, academia, industry professionals and the alumni. It is of utmost importance for the graduate students to be well-informed about the developments pertaining to their experiences at graduate school and beyond. Through events like socials, information sessions and others, IGSA offers a students a platform to develop a strong network base that is both resourceful as well as engaging. 3) Mentoring : Mentorship at the departmental level is crucial for the success of our graduate students. Incoming Indian graduate students need guidance to step into the daily routines and workings of the department/courses/research. IGSA has departmental points-of-contact for all the major departments and schools on campus who can help the students based on their personal experiences and valuable resources in the form of other similar departmental representatives. The availability of mentors will help the students absorb core Aggie values, which, along with traditional Indian values, which will help the graduate students become healthy and successful Aggies.","advocacy, Indian, international students, mentoring, professional networking, transition support","Professional Students, Graduate Students"
https://getinvolved.tamu.edu/org/ingeniare,ingeniare,"Ingeniare Chorus and Symphony is a community of musicians who meet to learn music, foster music appreciation, and bring the joy of music to others at Texas A&M and the greater community through performance. Ingeniare provides a creative outlet for busy students with common interests and academic experiences to make music together, bringing balance to their busy schedules even if they don't have a lot of time to devote to music or prior musical experience.","choir, creativity, music, musicians, performances, symphony","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/hullabalooband,hullabalooband,"The Hullabaloo Band is dedicated to serving as the official university pep band for Texas A&M Volleyball, Men's and Women's Basketball, and Texas A&M Soccer. With over 100 student musicians organized into Maroon and White Bands, we aim to create a vibrant and electrifying game-day atmosphere while maintaining a time commitment friendly to students' academic demands. Through our music and unwavering support, we strive to ignite the Aggie spirit and foster a sense of unity and pride within the university community.","band, music, musicians","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students"
https://getinvolved.tamu.edu/org/impact,impact,The Impact Movement equips Black students to become disciples of Jesus Christ who integrate their faith into every aspect of their life.,"Bible study, Black students, Christian, discipleship, faith, Jesus Christ, religious","Undergraduate Students, Graduate Students, Blinn Team Students"
https://getinvolved.tamu.edu/org/inmm,inmm,INMM is an international organization that is dedicated to improving the management of nuclear related materials. The INMM student chapter at TAMU provides support for those engaged in nuclear materials management and safeguards through meetings and professional contacts.,"nuclear science, professional connections, student chapters","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Distance/Remote Students, Faculty/Staff, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/hullabaloo-hall,hullabaloo-hall,"The Hullabaloo Hall Community Council serves as the leadership body representing the residents of Hullabaloo Hall at Texas A&M University. As part of the Residential Housing Association (RHA), the council is committed to enhancing the residential experience through student advocacy, programming, and community development. Opened in 2013, Hullabaloo Hall is a modern, suite-style residence hall located on the northside of campus. It is home to over 600 primarily first-year students and features a variety of amenities, including multiple study rooms, community kitchens, music practice rooms, and a 24-hour service desk. The hall is designed to support academic success and student involvement, with Learning Communities and faculty interaction spaces located throughout the building.","campus communities, campus involvement, campus life, community engagement, community events, event planning, on-campus residents, resident representation, social events, student empowerment, student involvement","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/2899,2899,"To facilitate an environment that helps students expand their knowledge of microwave and radio frequency theory, learn applicable skills related to microwave and radio frequency engineering, and grow as student leaders.","engineering, IEEE, microwave, radio","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/permias,permias,"We, the Indonesian students who reside in the United States, are responsible to promote Indonesia's culture and ethnic diversity and to build unity and fellowship among Indonesian students in the United States, specifically in the Bryan and College Station area.","cultures, ethnic diversity, fellowship, Indonesian, unity",
https://getinvolved.tamu.edu/org/iocm,iocm,Our mission is to provide Indian Orthodox Christians an avenue to grow in their faith away from home.,"campus ministries, Christian, faith, Orthodox Christian","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/kanakuk-ags,kanakuk-ags,"The purpose of Kanakuk Ags is to provide an opportunity for Kanakuk/KAA Kamp's summer staff to be able to fellowship together here at Texas A&M University based on the fellowship of the body of Christ. Also, Kanakuk Ags will organize activities during each semester and support any other Kanakuk/KAA ministries that come to Texas A&M.","activities, Christian, fellowship, ministries, summer missions","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/iicpd,iicpd,"To erase cultural and ethnic barriers by promoting and preserving the diverse cultural and performing arts heritage of Texas A&M faculties, staff and students. To form successful partnership with academic departments and student organizations in order to organize multicultural events, seminars and workshops on and off campus. Educate and Enlighten Texas A&M students, faculties, employees and as well as the local community of world culture and performing arts. Identify and develop every aspect of cultural and performance arts veneer. To organize various campus events that would constitute of artists from various cultures and genre. Collaborate with different existing student organizations to enhance and promote their respective cultures. To organize fund raising events for through cultural events","cultural, performing arts, seminars, workshops",
https://getinvolved.tamu.edu/org/iysse,iysse,"The International Youth and Students for Social Equality is the student and youth movement of the world Trotskyist movement, the International Committee of the Fourth International. We insist that all the great problems confronting humanity in the 21st century—war, poverty and social inequality, the drive toward fascism and dictatorship by governments internationally—are the outcome of capitalism and can only be addressed through the taking of political power by the working class and its establishment of a socialist society, founded on genuine equality.",,
https://getinvolved.tamu.edu/org/jca,jca,"We are committed to helping students learn and practice Japanese as well as teach students about the culture of Japan during our meetings and events. We also provide a way for native Japanese speakers to meet with each other and feel more welcome to Texas A&M University. No matter what level you are, all are welcome to attend JCA!","cultural events, cultures, international students, Japanese, languages","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/ispor,ispor,"1. Provide an environment where students can share knowledge in pharmacoeconomics and health outcomes research. 2. Serve as a bridge in bringing together students interested in pharmacoeconomics/ industry and members of the pharmaceutical industry, health-related organizations, and academia. 3. Act as a resource for new students interested in pharmacoeconomics and outcomes research. 4. Provide an opportunity for student chapter members to become familiar with the affairs of ISPOR as well as have representation in its affairs.","academia, health organizations, health outcomes, knowledge sharing, outcomes research, pharmaceutical industry, pharmacoeconomics, professional networking, student chapters",Professional Students
https://getinvolved.tamu.edu/org/ka,ka,"Our goal as a chapter is to act as a moral compass for the modern gentleman. We strive to enlighten young men on the significance of integrity, gentlemanly conduct, and honorable character. We aim to adapt with current climates, and will continue to create a lifetime experience which centers around excellence, brotherhood, and leadership. We achieve this by consistently ranking highest in academia amongst other greek organizations, as well as our continuous philanthropic efforts towards various foundations.","academia, brotherhood, character development, excellence, leadership, philanthropy",
https://getinvolved.tamu.edu/org/kappa-alpha-psi,kappa-alpha-psi,"1. To unite college men of culture, patriotism and honor in a bond of Fraternity; 2. To encourage honorable achievement in every field of human endeavor; 3. To promote the spiritual, social, intellectual and moral welfare of its members; 4. To assist the aims and purposes of colleges and universities; 5. To inspire service in the public's interest.","academic achievement, colleges, fraternities, intellectual development, leadership, service, social development",Undergraduate Students
https://getinvolved.tamu.edu/org/jlcg,jlcg,"The Texas A&M Journal of Law & Civil Governance is a forum for the rigorous debate and discussion of leading policy issues. Drawing its inspiration from the well-known principle of classical theorist John Locke--""Where the law ends, tyranny begins""--the Journal seeks to explore this intersection between the law, government, and the flourishing of civil society. To that end, the Journal publishes conservative and libertarian scholarship on such issues as constitutional interpretation, federalism, civil liberties, criminal justice reform, economics, life, and religious liberty. Through these publications, the Journal seeks to connect top law students with jurists, scholars, elected officials, and legal experts across the nation in a common mission to advance the rule of law and develop our nation's future leaders. The Journal will publish two issues per year: one issue in the fall and one issue in the spring.",,Professional Students
https://getinvolved.tamu.edu/org/ipa,ipa,"The mission and purpose of Intellectual Property Aggies (IPA) is to facilitate relationships between students interested in intellectual property law, the intellectual property law faculty and staff, and members of the community such as practicing attorneys. Intellectual Property Aggies will also promote activities to educate students about intellectual property law.",,Professional Students
https://getinvolved.tamu.edu/org/iapsa,iapsa,The IAPSA is to provide undergraduate and graduate students with an educational and social organization that promotes internal auditing as a career objective.,"educational organization, internal auditing, social","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/kanm,kanm,"KANM Student Radio is where Texas A&M students come together to share their voices, their music, and their stories. As a student organization, we’re all about celebrating creativity and individuality, giving Aggies a platform to showcase their unique perspectives. Whether it’s music, talk shows, or live events, KANM is a space for students to connect, learn, and be heard while keeping the spirit of college radio alive and thriving. Tune in!","campus activities, communications, creativity, disc jockey, friendships, hands-on experience, LGBTQA+, live events, music, musicians, radio, student media, talk shows, university involvement","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/ifc,ifc,"IFC exists as a resource to facilitate the growth and development of fraternity men in the areas of fraternal responsibility, leadership, civic engagement, and brotherhood among the member chapters.",fraternities,Undergraduate Students
https://getinvolved.tamu.edu/org/isa,isa,"The mission of the International Student Association at Texas A&M University is to: 1. Promote cultural awareness and diversity on campus and in the community; 2. Advocate for the general welfare of the international student body and represent their needs to the University; and 3. Provide opportunities for the development of global leadership skills in its members. ISA strives to serve as an umbrella organization for all cultural organizations, facilitating networking among national clubs and encouraging groups to come together during International Week and other events to deliver cultural awareness programs and help celebrate the diverse cultures represented on campus.","cultural, cultural awareness, diversity, global leadership, international students, professional networking","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/kda,kda,To spread Korean culture through dance and performance.,"dance, Korean, performances","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/kappa-alpha-theta,kappa-alpha-theta,"To promote the social, intellectual, and moral growth of college women","intellectual growth, morals, social",
https://getinvolved.tamu.edu/org/imsa,imsa,"-To serve to promote unity and a sense of belonging among Ismaili Muslim students. -To encourage members to engage in service, social, health and fitness, and professional development activities while embracing pluralism and maintaining the ethics and values of the Ismaili faith. -To provide guidance and support to freshmen and transfer Ismaili students. -To allow the Ismaili Muslim student community to build bridges with the surrounding campus community.","belonging, Muslim, pluralism, professional development, service, social, support, unity","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/isma,isma,"The International Student Mentors Association (ISMA) is a student organization at Texas A&M that pairs international students with current Aggies to build friendships and ease the transition to life in the United States! Mentors help guide and support international students, while mentees gain opportunities to learn about American culture and connect with a supportive community. Throughout the semester, ISMA hosts socials, cultural events, and road trips designed to foster community and create lasting cross-cultural friendships.","belonging, cross-cultural skills, cultural exchanges, cultures, international friendships, international students, mentors, road trips, social, student support, transition support, volunteering","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/jqas,jqas,"The John Quincy Adams Society (JQAS) is a national network of student groups committed toidentifying, educating, and equipping the next generation of scholars and policy leaders toencourage a new era of realism and restraint in American foreign policy. Our chapters aim tohelp college students advance intellectually and professionally while promoting a broaderand more strategic conversation about America’s approach to international affairs. We’renonpartisan and nonpolitical: we work in the world of ideas, not on activism or elections, andwe seek to work with every corner of the political spectrum.","Bush School, career development, foreign policy, international relations, nonpartisan",
https://getinvolved.tamu.edu/org/ispe,ispe,"The mission of the organization is ""Connecting students to Industry"". The purpose of this organization is to help students learn more about and network with professionals in the pharmaceutical and biotechnology industry around Texas and nationally.","biotechnology, career fair, careers, industry connections, pharmaceutical engineering, professional development, professional networking",
https://getinvolved.tamu.edu/org/iba,iba,IBA is an open and inclusive organization that develops students into globally literate persons possessing the ability to communicate and do business around the globe.,"business, communications, global, inclusive","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/jlsa,jlsa,To establish an inclusive Jewish community at Texas A&M School of Law.,,Professional Students
https://getinvolved.tamu.edu/org/incose,incose,"The mission of INCOSE at Texas A&M is to facilitate the development of Systems Engineers through educational assistance, networking opportunities, ASEP certification assistance and leadership opportunities.","academic assistance, certifications, leadership development, professional networking, systems engineering","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/ite,ite,"The purpose of this organization shall be to promote the advancement of transportation engineering. The goals of this organization shall be to foster the closer association of students with the transportation profession and the Institute of Transportation Engineers (ITE), to promote the development of professional spirit, and to identify and address common transportation interests among the student members.","professional development, transportation engineering","Undergraduate Students, Professional Students, Graduate Students"
https://getinvolved.tamu.edu/org/idea,idea,"The mission of IDEA is to engage students in the most pressing economic challenges confronting the United States and world economies by distributing policy-relevant research; hosting and participating in educational sessions; and engaging stakeholders in the areas of trade, economics, and public policy. IDEA, with the assistance of the Bush School Mosbacher Institute, is dedicated to understanding and explaining the complex relationship between the United States and the rest of the world. We value open trade policies, data-supported research and policy analysis, government transparency, and economic efficiency.","career development, economic issues, economics, global issues, guest speakers, International development, international relations, policy-relevant research, policy analysis, public policy, research, trade","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/kcli,kcli,"The purpose of KCLI is to provide a two-year leadership development, skills training, and mentorship program for incoming freshmen at Texas A&M University",,
https://getinvolved.tamu.edu/org/lmsa,lmsa,"The LMSA Mission is the following:  The Latino Medical Student Association unites and empowers medical students through service, mentorship and education to advocate for the health of the Latino community.Our vision is:  Unifying Medical Students to promote Latino health.Part of our objectives include:To unify all Latino medical students into one organizationTo provide a voice for underrepresented medical studentsTo actively promote recruitment and retention of Latino students at all levelsTo educate medical students on Latino health issuesTo advocate for the rights of Latinos in health careTo provide leadership opportunities for LatinosTo promote volunteerism in the Latino community","advocacy, community service, education, healthcare, Latinos, leadership development, medical students, mentorship, volunteering",
https://getinvolved.tamu.edu/org/lgc,lgc,"Our mission is to spread the values of inclusivity and diversity throughout Texas A&M University by celebrating the accomplishments of our Aggies in Spanish and English through planning the Latinx Graduation Ceremony every Fall and Spring Semester. Our goal is to provide families with accommodations that will allow them to fully understand, appreciate and enjoy the accomplishments of their graduate(s) in a familiar, cultural and linguistic space.","cultural, diversity, English, graduation ceremony, inclusive, Latinos, Spanish","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/ksea,ksea,"To promote friendship among Korean and Korean-American students in science, engineering, and related fields, to help develop their full career potential in their respective areas, to foster the international leaders for the cooperation between the USA and Korea, and to promote the application of science and technology for the general welfare of society.","Asian-American, career development, engineering, international cooperation, Korean, professional networking, sciences","Undergraduate Students, Graduate Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/kabc,kabc,For fun and enhancement of health. Member can be practiced by coaches for improving their skills.,"badminton, coaching, health, Korean",
https://getinvolved.tamu.edu/org/latilo,latilo,"Latino Logradores (LatiLo) is a freshman program with three main components that help support the success of Latino/a/x students at Texas A&M University by providing mentorship, a family atmosphere, aid with the transition from high school to college, and resources to help students thrive in a college environment. This will be a freshman’s first connection to the Familia Latina where they can build long-lasting relationships, explore their culture, build networks, feel empowered, develop holistically, and be a service to the local community.","college transition, community service, cultural, Latinos, mentorship, professional networking, student empowerment, student resources, student support",Undergraduate Students
https://getinvolved.tamu.edu/org/kyx,kyx,"KYX exists for several reasons. Our greatest desire is to glorify our Lord and Savior, Jesus Christ. We also seek to uphold and maintain Biblical Christian standards, to be an influence in the community through servant lifestyles, to pursue a positive attitude and spirit, and to help others strengthen their academic achievement, enabling them to be what the Lord calls them to be. We do this by submitting to the Lord, our God, and allowing Him to direct our lives as Psalm 139:23-24 states, ""Search me, O God, and know my heart, test me and know my thoughts. See if there is any wicked way in me, and lead me in the way everlasting."" We seek solely to do the will of God.","academic achievement, brotherhood, Christian, Christian fellowship, churches, missions, service","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/kappa-sigma,kappa-sigma,"The Kappa Sigma Fraternity can trace its roots back to a secret society of students at the University of Bologna formed in the year 1400 for mutual protection of its members. The group was initially brought together by Manuel Chrysaloras, a Greek scholar that taught at the University, in response to physical attack, robbery and harassment of the University's patrons. It was this group that inspired the Ritual and beliefs of modern day Kappa Sigma.In 1980 a group of Texas A&M Students, our Founding Fathers, accepted Jackson's challenge by introducing the principles and traditions of Kappa Sigma to Texas A&M University. Kappa Sigma was one of the earliest Fraternities established at Texas A&M.After two years of diligently committing themselves to the Order, our founding members recruited a sufficient number of model students that shared the ideals of our Fraternity, and were granted an official Charter. As a result of their dedication, the Mu-Gamma Chapter of the Kappa Sigma Fraternity was born on May 8, 1982.Now, over 40 years later, Mu Gamma continues to have a strong presence at Texas A&M. Our mission is no secret -- we aspire to create better men by striving for excellence in all that we pursue through our pillars of Fellowship, Leadership, Scholarship, and Service.  Today, Kappa Sigma comprises over 200 chapters and colonies in both the United States and Canada, with over 200,000 men. Kappa Sigma is the largest fraternity nation wide. The list of initiates is not only long, but also distinguished. Notable alumni are present in every conceivable profession and are making great impressions on the American landscape.","campus involvement, fellowship, fraternities, leadership, personal development, professional networking, scholarships, service",
https://getinvolved.tamu.edu/org/lgsa,lgsa,"The LGSA is an educational organization committed to the recruitment and retention, and the academic/professional development of Latinx graduate students, as well as to the solicitation of support to foster a nurturing environment for Latino/a graduate students at Texas A&M. LGSA strives to accomplish this mission through the following: establishing and implementing programs and workshops for the purposes of networking; fostering the development of positive relationships between students, faculty, and staff; and enhancing the orientation experience of students at Texas A&M. Coordinating efforts to promote and encourage the retention and recruitment of Latinx students in graduate programs at the university. Identifying and utilizing information and resources to effectively carry out the LGSA mission and enable Latinx graduate students to be successful at Texas A&M.","academic development, Latinos, professional development, professional networking, recruitment, retention, workshops","Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/lta,lta,"In the December of 1975 at Kean University in New Jersey, Lambda Theta Alpha was recognized as the FIRST Latina Sorority founded in the United States. Amidst the political and social revolutions surrounding the Feminist Liberation and Civil Rights Movements of the sixties and seventies, our 17 Founding Mothers recognized the need to combat machismo attitudes and racial prejudice by gaining a voice in the collegiate realm. Responding to this need, Lambda Theta Alpha was established upon the principles of Unity, Love, and Respect. They created a support system to empower the Universal Woman while upholding scholarly excellence, cultural and political awareness, and community activism. Although LTA was the first sorority to cater to the needs of the Latina woman, not all 17 Founding Mothers were of Latin descent. We follow the motto, ""Latin by Tradition, nor by definition"", with sisters representing over 120 different cultural identities across the nation. Today, we have over 175 chapters in the United States and in Puerto Rico, making us the largest, and one of the most respected, Latina-based organizations in the nation.","cultural activities, educational programs, Latinos, leadership, political activities, sisterhood, social activities",Undergraduate Students
https://getinvolved.tamu.edu/org/kappa-phi-beta,kappa-phi-beta,"Kappa Phi Christian Sisterhood is a Christ-centered organization for college women. It provides an opportunity for, and challenges them to grow in their knowledge and understanding of Christ, to be a loving community and provide fellowship to fellow sisters, and to be personally involved, active participants in our Church, school, and community. If you want to learn about us, check out our Instagram @tamukappaphi","Bible study, Christian, community involvement, fellowship, philanthropy, religious, retreats, service events, worship","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/karura,karura,Building a Mars Rover for University Rover Challenge with students from foreign countries.,"Mars, projects, Rover","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students, Faculty/Staff, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/kdchi,kdchi,"To promote development of character through participating in community service, leadership, scholarship, and sisterhood building activities.","community service, leadership, scholarships, sisterhood",Undergraduate Students
https://getinvolved.tamu.edu/org/lpe,lpe,"To recognize, foster and reward outstanding scholastic achievement in communication, telecommunication, and media studies; to stimulate interest in the broad field of communication; to promote and encourage professional development among undergraduates majoring in the Department of Communication; to provide an opportunity to discuss and exchange ideas in the field of communication; to establish and maintain closer relationships and mutual understanding between communication students and faculty; and to explore options for graduate and professional education.","communications, graduate education, media studies, professional development, scholastic achievement, telecommunications","Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/lamp,lamp,"The mission of the Latino Aggie Mentorship Program is to create a positive environment that will foster a sense of belonging by serving as a place to engage and create meaningful lasting friendships with other people from similar backgrounds as they navigate the uncharted field of college and the pre-health journey. The purpose will be to guide and mentor fellow Aggies and underrepresented students within the community. The organization will do this by offering mentorship/tutoring, interdisciplinary field exposure (through shadowing), volunteering opportunities, internships, and much more.","internships, Latinos, mentorship, pre-health, tutoring, volunteering","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students"
https://getinvolved.tamu.edu/org/ktb,ktb,"As a sisterhood of Catholic women growing together in holiness, Kappa Theta Beta exists to encounter Christ in prayer, serve the community, and foster fellowship. With Mary as our model, we strive to love patiently, act purely, study with discipline, and faithfully hope for our ultimate unity with Christ in Heaven.","Bible study, Catholic, Christian, Christian fellowship, churches, fellowship, prayer, retreats, service, sisterhood, sororities","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/kappa-delta,kappa-delta,"The purpose of Kappa Delta Sorority is to promote true friendship among the college girls of our country by inculcating into their hearts and lives those principles of truth, of honor, of duty,without which there can be no true friendship.","colleges, friendships, honor, sororities",
https://getinvolved.tamu.edu/org/latino-males-united,latino-males-united,To create a space which allows Latino males a healthy environment to express relevant issues surrounding their specific community and assists in their holistic development and support at Texas A&M University.,"community support, Latinos, personal development","Undergraduate Students, Professional Students, Graduate Students"
https://getinvolved.tamu.edu/org/kappa-kappa-gamma,kappa-kappa-gamma,"Kappa Kappa Gamma is an organization of women, which seeks for every member throughout her life bonds of friendship, mutual support, opportunities for self-growth, respect for intellectual development, and an understanding of and allegiance to positive ethical principles.","ethics, friendships, intellectual development, mutual support, self-growth",
https://getinvolved.tamu.edu/org/lmsa-plus,lmsa-plus,"The Latino Medical Student Association - Pre-Medical Latino Undergraduate Society unites and empowers medical students through service, mentorship and education to advocate for the health of the Latino community. Our vision is to unify Pre-Medical Students to promote Latino health. Some of the purposes of LMSA PLUS include: -To unify all Latino pre-medical students into one organization -To provide a voice for underrepresented pre-medical students -To actively promote recruitment and retention of Latino students at all levels -To educate pre-medical students on Latino health issues -To advocate for the rights of Latinos in health care -To provide leadership opportunities for Latinos -To promote volunteerism in the Latino community","advocacy, education, Latinos, leadership development, medical students, mentorship, pre-medical, service, volunteering","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students, Faculty/Staff, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/lambda-delta-psi,lambda-delta-psi,"Lambda Delta Psi Sorority is an Asian American interest sorority founded at the University of Oklahoma. Our purpose is to cultivate a sisterhood of distinguished women through friendship and service while maintaining high moral and academic standards. We seek to always exemplify characteristics such as temperance, grace, and integrity and to educate and guide other young women in becoming eloquent ladies of society.","academics, Asian-American, friendships, service, sisterhood, sororities","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/llsa,llsa,"LLSA is every Latina/o law student's connection to the larger Latina/o legal community. We strive to be the leading center for student resources, dialogue and action. LLSA is committed to encouraging student-led conferences and other community-strengthening gatherings. We aspire to inform, excite and empower generations of Latina/o law students so that they may be responsive to the legal needs of the communities that surround them.",,Professional Students
https://getinvolved.tamu.edu/org/ksa,ksa,"The Korean Student Organization focuses on involvement of the Korean students in the student activities and interaction with international students in the community by social, educational, and service-oriented activites.","community involvement, educational activities, international students, Korean, service, social activities, student activities",
https://getinvolved.tamu.edu/org/lxa,lxa,"Lambda Chi Alpha is one of the largest men's fraternities in North America, with more than 280,000 members and chapters at 195 Universities across North America. At Texas A&M, we are proud to be one of the fastest-growing and most active chapters on campus. We recruit members who uphold our values and strive to be men of character. We offer one of the most tightnit brotherhoods at A&M, as well as various campus resources, connections and opportunities.","brotherhood, connections, fraternities, opportunities",
https://getinvolved.tamu.edu/org/lechfadden-hall,lechfadden-hall,"The Lechner-McFadden (LechFadden) Community Council represents the residents of Lechner and McFadden Halls at Texas A&M University and functions as a leadership organization within the Residential Housing Association (RHA). Our mission is to build an active, fun, and intellectually engaging residential community through leadership, programming, and advocacy. Lechner and McFadden Halls are home to students in the University Honors Program and are located on the southside of campus near the Memorial Student Center and Academic Plaza. These halls are known for fostering a close-knit community of academically motivated students who value leadership, service, and intellectual exploration.","campus communities, campus involvement, campus life, community engagement, community events, event planning, on-campus residents, resident representation, social events, student empowerment, student involvement","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/maroon-life,maroon-life,"Provide a look behind the maroon curtain through dynamic content and equip our students with the skills and passion to set them apart in their careers and in life. Provide dynamic stories and an engaging visual look into the Texas A&M campus and community. Maroon Life trains students in persuasive storytelling, photojournalism, page layout and design, and helps students prepare for careers in journalism, advertising, public relations, communications and related fields.  To share the stories of our community with the world in nuanced and creative ways. To be among the top percent of student magazines in the nation. To an alumni network of successful, passionate people — both in their lives and their careers.  Creating a culture of warmth and openness while spreading HOPE: honesty, optimism, passion, and empathy. ","advertising, communications, design, journalism, page layout, photography, public relations, storytelling","Undergraduate Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/legett-hall,legett-hall,"The Legett Hall Community Council represents the residents of Leggett Hall at Texas A&M University and operates under the support and guidance of the Residential Housing Association (RHA). As a student-led leadership body, the council is committed to enhancing the residential experience through programming, student advocacy, and community engagement. Legett Hall, located in the heart of campus near Academic Plaza, is one of Texas A&M’s traditional-style residence halls. With its close proximity to academic buildings and campus landmarks, Leggett offers a convenient and historically rich living experience. Known for its tight-knit atmosphere and central location, Legett Hall fosters meaningful connections among residents.","campus communities, campus involvement, campus life, community engagement, community events, event planning, on-campus residents, resident representation, social events, student empowerment, student involvement","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/light,light,"The purposes of this organization shall be: 1. To bring together a multicultural group of students working toward the common goal of community service 2. To create an awareness among students of the many community outreach opportunities that exist. 3. To promote participation in these service activities through student's talents, passions, and influences. 4. To encourage a collegial bond among students, residents, faculty, and staff at the dental school. 5. To enhance the reputation of the dental school as an institution that strives to help meet the needs of the community.",,Professional Students
